# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = mesquite_volume_model
# start_datetime = 2023-07-16 15:43:22 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = mesquite_volume.json
# init = 2 (Default)
# random
#   seed = 1720219858 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,sigma
-25.8903,0.931697,0.489997,3,7,0,30.5482,5.04516,0.75322,0.416496
-25.658,0.993008,0.489997,3,7,0,26.6819,5.23867,0.652555,0.450065
-26.4202,0.956767,0.489997,2,3,0,26.5861,5.23446,0.637189,0.472523
-26.0397,1,0.489997,3,7,0,27.2092,5.30973,0.670024,0.432232
-26.515,0.992802,0.489997,3,15,0,27.3076,5.04109,0.81308,0.386176
-28.3624,0.67027,0.489997,3,7,0,30.5227,5.08323,0.672166,0.506347
-27.1889,0.971069,0.489997,2,7,0,29.39,5.05942,0.70749,0.478505
-27.4214,0.94206,0.489997,2,3,0,28.8831,5.02085,0.736826,0.479767
-26.3181,0.982934,0.489997,3,7,0,27.9951,5.16306,0.786193,0.376698
-27.0235,0.874482,0.489997,2,7,0,27.9824,5.05718,0.701796,0.419266
-25.7266,1,0.489997,2,3,0,26.8975,5.09623,0.706118,0.424765
-26.0691,0.961497,0.489997,2,7,0,28.3625,5.31055,0.673571,0.428567
-25.1997,0.6493,0.489997,3,7,0,29.6414,5.19312,0.679833,0.38393
-25.4377,0.999903,0.489997,2,3,0,25.6708,5.21268,0.682648,0.369113
-25.8119,0.81824,0.489997,3,7,0,26.7944,5.17938,0.776473,0.445128
-25.4465,0.983481,0.489997,3,11,0,26.8399,5.26123,0.659031,0.398104
-26.1297,0.862192,0.489997,3,7,0,26.9214,5.16514,0.79498,0.428071
-25.7503,0.981811,0.489997,3,7,0,27.2915,5.24191,0.740511,0.422092
-27.2349,0.859855,0.489997,2,7,0,27.5455,5.11089,0.661274,0.412718
-25.2483,1,0.489997,2,7,0,27.0474,5.201,0.747347,0.436106
-25.743,0.92566,0.489997,1,1,0,25.7692,5.20832,0.760076,0.440484
-25.2327,0.989237,0.489997,2,7,0,26.1386,5.20771,0.71355,0.458991
-25.2484,0.981603,0.489997,3,7,0,26.2905,5.08468,0.765429,0.437479
-24.7445,0.992438,0.489997,2,7,0,25.7344,5.15002,0.715667,0.425078
-24.6826,1,0.489997,3,7,0,24.7739,5.19597,0.721333,0.416377
-24.909,0.948669,0.489997,2,3,0,25.3396,5.12178,0.72782,0.395411
-25.6995,0.962986,0.489997,3,7,0,26.1427,5.1293,0.771287,0.366856
-24.9599,1,0.489997,2,3,0,25.7911,5.10057,0.745776,0.407261
-25.3786,0.934877,0.489997,2,7,0,26.1685,5.25898,0.702272,0.435379
-27.7091,0.973768,0.489997,3,7,0,27.8755,5.31777,0.582681,0.440185
-28.4302,0.938662,0.489997,2,3,0,29.5606,5.3791,0.583252,0.412585
-29.3218,0.985331,0.489997,2,3,0,29.3835,5.40833,0.57171,0.413387
-27.4402,0.996013,0.489997,2,3,0,29.5246,5.33202,0.595583,0.411968
-29.1047,0.842124,0.489997,2,3,0,31.0518,5.41244,0.575598,0.426066
-28.0117,0.992481,0.489997,2,3,0,29.4305,5.38626,0.598649,0.447017
-27.5189,0.999063,0.489997,2,3,0,28.1458,5.37294,0.615259,0.438497
-27.8824,0.974378,0.489997,3,7,0,29.6186,5.2906,0.619254,0.517958
-24.8375,0.970672,0.489997,3,7,0,30.6339,5.12977,0.72274,0.399559
-27.087,0.87611,0.489997,2,3,0,27.2578,5.2285,0.752885,0.359389
-26.7291,0.945934,0.489997,2,7,0,29.5038,5.02266,0.758893,0.466852
-26.7695,0.992903,0.489997,3,7,0,27.596,5.0532,0.837213,0.419283
-29.042,0.823937,0.489997,2,3,0,29.9519,5.00891,0.876202,0.393892
-32.9323,0.807967,0.489997,2,3,0,33.934,5.02161,0.894435,0.350142
-28.6677,1,0.489997,3,7,0,34.4583,5.39014,0.614805,0.503969
-26.2758,0.972692,0.489997,3,7,0,30.4962,5.13428,0.799962,0.383795
-26.1139,0.996422,0.489997,2,3,0,26.9144,5.06272,0.772726,0.370011
-26.3401,0.997865,0.489997,3,7,0,26.9004,5.29118,0.623142,0.443674
-25.9467,0.91386,0.489997,3,7,0,29.2025,5.07086,0.740391,0.379532
-26.1312,0.997234,0.489997,3,7,0,26.7689,5.13564,0.767426,0.354027
-26.3893,0.993981,0.489997,3,7,0,26.778,5.24215,0.646334,0.482243
-24.8932,0.930024,0.489997,3,7,0,27.7755,5.18019,0.73283,0.382703
-24.8265,0.932949,0.489997,3,7,0,27.2398,5.16592,0.748998,0.424128
-26.8227,0.893494,0.489997,3,7,0,27.4558,5.08855,0.834949,0.427517
-26.7962,0.993737,0.489997,3,7,0,28.1776,5.13145,0.683124,0.495408
-26.7022,0.930876,0.489997,2,7,0,28.0539,5.21232,0.777399,0.463942
-27.2614,0.957756,0.489997,3,7,0,29.4138,5.14977,0.821145,0.463469
-25.3207,0.948765,0.489997,3,7,0,29.8984,5.2342,0.678251,0.378706
-25.4778,0.830515,0.489997,3,7,0,26.761,5.2471,0.694495,0.458119
-25.6032,0.94728,0.489997,3,7,0,27.3934,5.19426,0.670548,0.376513
-25.6925,0.89765,0.489997,3,7,0,26.7968,5.20383,0.677109,0.365157
-26.4603,0.970946,0.489997,3,15,0,27.4515,5.29553,0.656365,0.478888
-26.7704,0.994972,0.489997,2,3,0,26.9708,5.29093,0.639066,0.487638
-25.6251,0.980025,0.489997,3,7,0,28.1,5.17655,0.715651,0.354515
-25.4345,0.974563,0.489997,2,3,0,26.0321,5.17044,0.70568,0.362046
-25.6213,0.980283,0.489997,3,15,0,26.7942,5.07734,0.798598,0.406812
-26.0643,0.98898,0.489997,2,3,0,26.1678,5.05275,0.808559,0.399188
-25.487,0.988465,0.489997,3,7,0,26.6695,5.08588,0.747273,0.38088
-24.7704,1,0.489997,3,7,0,25.5799,5.21706,0.708207,0.415263
-26.4288,0.82018,0.489997,3,7,0,27.6909,5.17875,0.775309,0.367962
-26.0011,1,0.489997,3,7,0,26.9443,5.21108,0.758942,0.458969
-25.8627,0.993951,0.489997,3,7,0,27.7304,5.23357,0.639593,0.437429
-24.9487,0.984609,0.489997,4,15,0,27.3947,5.16259,0.758885,0.417858
-25.517,0.966135,0.489997,2,7,0,26.0543,5.15925,0.775278,0.444929
-26.3242,0.932589,0.489997,2,7,0,27.078,5.18407,0.790129,0.414155
-25.394,1,0.489997,2,5,0,26.4619,5.06889,0.754913,0.426584
-26.4384,0.93512,0.489997,2,3,0,26.6721,5.15861,0.782568,0.484745
-27.1172,0.956262,0.489997,2,7,0,27.5847,5.20799,0.782592,0.481897
-25.7359,0.989481,0.489997,3,7,0,27.2905,5.16833,0.663567,0.405888
-26.6903,0.801504,0.489997,1,1,0,26.7781,5.14435,0.654731,0.403672
-27.0368,1,0.489997,2,7,0,27.242,5.31594,0.708832,0.407735
-24.8499,1,0.489997,3,7,0,26.8304,5.19694,0.687285,0.399076
-26.2504,0.927419,0.489997,3,7,0,26.8358,5.27688,0.626748,0.400977
-25.6376,1,0.489997,4,15,0,26.457,5.04982,0.77513,0.41077
-25.8787,0.994961,0.489997,2,3,0,26.0965,5.04515,0.800736,0.412321
-26.4229,0.986001,0.489997,2,3,0,26.6059,5.02922,0.822478,0.419811
-26.4259,0.982931,0.489997,2,3,0,26.8141,5.0094,0.798536,0.41836
-25.5078,0.875994,0.489997,3,15,0,28.3949,5.1401,0.7743,0.378789
-25.1408,0.994873,0.489997,2,3,0,25.7981,5.10165,0.733516,0.394665
-24.9048,1,0.489997,3,7,0,25.2127,5.22766,0.71104,0.417188
-26.1342,0.972765,0.489997,3,7,0,26.7356,5.02953,0.784591,0.399415
-24.8551,0.989714,0.489997,3,7,0,27.2113,5.18987,0.706125,0.382612
-25.5953,0.894626,0.489997,2,3,0,26.4045,5.23038,0.679529,0.367221
-25.2091,0.973494,0.489997,2,7,0,26.717,5.0877,0.776579,0.426903
-25.3995,0.77924,0.489997,3,7,0,29.8261,5.24046,0.6899,0.457612
-25.4847,0.908751,0.489997,2,3,0,26.5274,5.26388,0.69035,0.446701
-26.1936,0.856155,0.489997,2,3,0,26.9937,5.27572,0.726224,0.421275
-27.5113,0.968538,0.489997,3,7,0,29.435,5.31268,0.651719,0.512126
-25.2244,0.994675,0.489997,4,15,0,29.2095,5.12383,0.775337,0.39098
-27.6075,0.848886,0.489997,2,3,0,28.8386,5.00519,0.813091,0.370771
-28.011,0.945839,0.489997,3,7,0,28.7559,5.05643,0.839387,0.369005
-31.1859,0.881469,0.489997,2,3,0,32.6939,4.96904,0.870532,0.352553
-30.7039,0.995941,0.489997,4,15,0,32.0381,5.435,0.531021,0.491444
-26.1122,0.991913,0.489997,3,7,0,31.7673,5.30281,0.662102,0.39125
-24.9197,0.965684,0.489997,2,3,0,26.5784,5.17983,0.690933,0.393228
-24.9146,0.967475,0.489997,2,7,0,26.1542,5.16172,0.733231,0.377955
-25.3319,0.798395,0.489997,3,7,0,26.6964,5.07366,0.765853,0.433376
-26.7442,0.888526,0.489997,3,7,0,28.4141,5.30561,0.609084,0.421596
-25.5186,0.951345,0.489997,4,15,0,27.6155,5.19426,0.761668,0.437258
-26.6327,0.957347,0.489997,3,7,0,27.0803,5.3051,0.707976,0.407549
-25.2374,0.982013,0.489997,3,7,0,27.7307,5.19093,0.676573,0.38732
-25.3378,0.985329,0.489997,3,7,0,25.7701,5.12748,0.706306,0.446209
-25.0403,0.99706,0.489997,3,7,0,26.2338,5.11812,0.718548,0.402244
-26.5837,0.848942,0.489997,3,7,0,28.4451,5.28599,0.674521,0.362617
-26.5264,0.880736,0.489997,3,7,0,32.4968,5.06812,0.818543,0.467328
-25.132,0.985916,0.489997,3,7,0,27.4203,5.1593,0.711784,0.371756
-25.36,0.843793,0.489997,1,3,0,26.8099,5.14519,0.686054,0.405685
-26.7648,0.825602,0.489997,2,3,0,27.3761,5.21194,0.78172,0.45696
-27.0218,0.94569,0.489997,2,7,0,29.7891,5.17419,0.661683,0.355752
-24.9651,0.825538,0.489997,2,3,0,29.8327,5.20352,0.732326,0.393631
-27.7362,0.789708,0.489997,3,7,0,28.584,5.30779,0.612714,0.505409
-25.0135,0.921028,0.489997,3,7,0,28.9865,5.14397,0.699682,0.40689
-25.3811,0.973382,0.489997,2,3,0,25.6795,5.16198,0.772733,0.39709
-25.354,0.902831,0.489997,2,7,0,27.0326,5.17154,0.710457,0.468037
-25.3315,0.99525,0.489997,3,7,0,25.5618,5.21311,0.719155,0.370715
-24.7949,1,0.489997,3,7,0,25.3168,5.16929,0.696874,0.411467
-24.7323,0.996441,0.489997,3,7,0,24.9512,5.13319,0.730936,0.42135
-25.3276,0.977272,0.489997,2,7,0,25.4774,5.11546,0.784276,0.433697
-26.8013,0.787571,0.489997,3,7,0,27.7807,5.01748,0.749786,0.449165
-25.6665,0.964918,0.489997,2,3,0,27.2283,5.07654,0.773916,0.459079
-27.9971,0.961573,0.489997,4,15,0,28.2113,4.99237,0.842514,0.384872
-27.4706,0.652736,0.489997,3,7,0,32.0182,5.20519,0.609878,0.438035
-25.9224,0.96529,0.489997,2,3,0,28.0254,5.27304,0.640907,0.448091
-25.8985,1,0.489997,3,7,0,26.1666,5.29635,0.644102,0.429556
-24.7896,0.958887,0.489997,4,15,0,27.3956,5.15301,0.749835,0.425701
-28.0762,0.861047,0.489997,2,7,0,29.3061,5.04856,0.770861,0.53917
-26.4824,0.993635,0.489997,3,7,0,28.9376,5.07795,0.714992,0.474076
-27.1941,0.997385,0.489997,3,7,0,29.089,5.07521,0.844731,0.447584
-25.744,0.98292,0.489997,2,3,0,27.4037,5.09634,0.801615,0.43929
-28.9484,0.696775,0.489997,2,3,0,29.5206,5.16549,0.846385,0.464218
-25.9173,0.999857,0.489997,3,7,0,30.8618,5.08972,0.706144,0.434092
-25.2398,0.97297,0.489997,3,7,0,26.6833,5.22007,0.718887,0.451605
-25.005,0.994145,0.489997,3,7,0,25.4555,5.13306,0.707185,0.418569
-24.7488,0.982133,0.489997,3,7,0,25.3232,5.12853,0.729663,0.409896
-24.7488,0.627482,0.489997,1,3,0,27.212,5.12853,0.729663,0.409896
-26.3476,0.73913,0.489997,1,3,0,26.6959,5.09423,0.690808,0.41127
-25.6685,0.991222,0.489997,2,7,0,28.8171,5.1626,0.686986,0.36988
-25.7518,0.991663,0.489997,3,7,0,26.6863,5.29325,0.679691,0.429215
-25.4719,0.888822,0.489997,1,3,0,26.9015,5.22126,0.653028,0.426545
-26.058,0.971984,0.489997,3,7,0,26.7034,5.03239,0.765676,0.412313
-25.7285,0.989908,0.489997,3,7,0,26.7124,5.05277,0.791472,0.436383
-27.7987,0.87736,0.489997,2,3,0,28.4464,4.96489,0.842824,0.421093
-25.905,0.777434,0.489997,2,3,0,30.3424,5.04827,0.800006,0.402506
-25.9307,0.923752,0.489997,3,7,0,27.67,5.13147,0.762453,0.484633
-25.6141,1,0.489997,3,7,0,26.6002,5.05571,0.785155,0.40519
-25.3605,0.891148,0.489997,4,15,0,28.5722,5.26492,0.685272,0.436669
-25.521,0.924707,0.489997,3,7,0,26.4941,5.14692,0.786092,0.417769
-25.9673,0.98294,0.489997,2,7,0,26.7601,5.20732,0.643166,0.438886
-25.8618,0.91973,0.489997,1,3,0,27.4017,5.28669,0.655625,0.450513
-24.7238,0.989487,0.489997,3,7,0,26.4152,5.13544,0.726326,0.417242
-26.6418,0.801313,0.489997,2,3,0,27.0258,5.08038,0.700654,0.464512
-24.6746,1,0.489997,2,3,0,26.5364,5.14782,0.729188,0.424002
-25.0103,0.956722,0.489997,2,5,0,26.4969,5.102,0.768472,0.407063
-25.2187,0.952869,0.489997,3,11,0,25.9577,5.22916,0.709052,0.379876
-25.733,0.972339,0.489997,3,7,0,27.5127,5.08562,0.803124,0.434658
-26.8684,0.695661,0.489997,2,7,0,30.6055,5.04876,0.71191,0.433292
-25.5,0.998404,0.489997,3,7,0,27.3277,5.09205,0.717842,0.418741
-25.3818,0.859889,0.489997,1,3,0,27.8461,5.11941,0.787819,0.405637
-27.3166,0.832497,0.489997,2,3,0,27.7302,4.99361,0.759279,0.450734
-25.5126,0.985778,0.489997,3,7,0,27.6336,5.15693,0.77541,0.389104
-26.3944,0.931976,0.489997,2,7,0,26.8779,5.18372,0.790811,0.408162
-28.1662,0.973775,0.489997,2,7,0,28.8279,4.99042,0.775481,0.510851
-28.3244,0.870994,0.489997,2,7,0,30.9173,5.2058,0.814813,0.416844
-29.0454,0.972013,0.489997,2,3,0,29.7381,5.19478,0.832,0.422985
-27.4824,1,0.489997,2,3,0,30.0342,5.07836,0.684171,0.393264
-25.7503,1,0.489997,3,7,0,27.7868,5.13425,0.796561,0.427255
-25.5576,1,0.489997,2,3,0,25.9889,5.06229,0.750592,0.409621
-25.4696,0.91867,0.489997,2,3,0,26.5163,5.10018,0.793348,0.406079
-25.3978,1,0.489997,1,1,0,25.4956,5.09453,0.790796,0.407902
-24.8772,0.878323,0.489997,2,3,0,26.4444,5.11321,0.759374,0.419311
-25.4964,0.938559,0.489997,2,7,0,26.5953,5.25798,0.650125,0.423733
-25.1713,0.961813,0.489997,2,7,0,26.7246,5.14927,0.702665,0.447675
-26.0206,0.961069,0.489997,3,7,0,26.8719,5.25893,0.658674,0.47322
-27.3026,0.829557,0.489997,2,3,0,28.084,5.22286,0.612617,0.468699
-25.5366,1,0.489997,3,7,0,27.6773,5.18981,0.767661,0.416565
-25.5377,0.98291,0.489997,2,7,0,26.5113,5.18168,0.668054,0.390839
-25.8786,0.983872,0.489997,3,15,0,26.5467,5.12393,0.801202,0.40334
-25.9899,0.932499,0.489997,3,15,0,27.395,5.15822,0.67183,0.380731
-26.4024,0.73006,0.489997,2,3,0,29.1616,5.22027,0.644886,0.372618
-26.1033,1,0.489997,3,7,0,27.4393,5.14338,0.692928,0.482506
-25.3766,0.988983,0.489997,2,7,0,26.7673,5.16406,0.684071,0.448071
-24.8379,0.994733,0.489997,2,3,0,25.4598,5.22034,0.713569,0.415457
-26.3798,0.95448,0.489997,2,7,0,27.0322,5.28189,0.619989,0.410549
-25.0776,0.985266,0.489997,2,7,0,27.2743,5.16442,0.764093,0.413329
-24.7899,0.969654,0.489997,3,7,0,26.7037,5.20684,0.697828,0.428767
-26.5996,0.875448,0.489997,3,7,0,28.137,5.29817,0.664746,0.484545
-24.8813,0.981936,0.489997,3,7,0,27.6238,5.12621,0.745668,0.387948
-25.1172,0.987723,0.489997,3,7,0,25.3755,5.14619,0.742383,0.455397
-26.8504,0.709205,0.489997,1,3,0,27.982,5.21456,0.7853,0.442157
-26.4731,0.970218,0.489997,2,7,0,30.0974,5.31354,0.668145,0.465559
-25.799,0.999449,0.489997,3,7,0,27.1539,5.17891,0.682891,0.36327
-25.8703,0.97046,0.489997,2,3,0,27.2026,5.26784,0.687371,0.373571
-25.4976,0.870432,0.489997,2,3,0,27.6108,5.23726,0.652922,0.398319
-25.5186,0.999107,0.489997,3,7,0,26.0058,5.26327,0.656387,0.438882
-27.0132,0.843031,0.489997,3,7,0,28.1217,5.1212,0.830479,0.43296
-26.0204,0.975058,0.489997,3,7,0,27.7891,5.16152,0.662937,0.45011
-25.6053,0.970497,0.489997,3,7,0,27.069,5.23032,0.694355,0.471367
-24.8639,0.99437,0.489997,2,7,0,26.0296,5.14779,0.726735,0.441247
-24.6775,0.999564,0.489997,2,3,0,24.8851,5.15753,0.740446,0.420821
-26.0138,0.767308,0.489997,1,3,0,26.5071,5.21726,0.764189,0.410627
-24.686,0.882941,0.489997,2,3,0,26.8968,5.14706,0.721736,0.400365
-28.861,0.781715,0.489997,2,7,0,30.1305,5.32783,0.671803,0.344763
-30.1372,0.920962,0.489997,3,7,0,31.6077,5.15452,0.674684,0.59813
-26.6115,1,0.489997,3,7,0,30.8438,5.31889,0.655289,0.469845
-25.9707,1,0.489997,3,7,0,26.8245,5.09938,0.785454,0.368422
-26.8505,0.972179,0.489997,3,7,0,27.6014,5.11136,0.769051,0.340987
-26.587,0.752692,0.489997,3,7,0,30.9723,5.02987,0.777213,0.378405
-25.7499,0.91351,0.489997,2,3,0,27.1564,5.09271,0.797173,0.390205
-24.7272,0.994329,0.489997,3,7,0,26.2675,5.17237,0.715975,0.432778
-25.0762,0.974852,0.489997,2,7,0,25.7132,5.21297,0.699805,0.449747
-24.7888,0.99628,0.489997,3,7,0,25.5727,5.18612,0.712783,0.384896
-27.3059,0.88901,0.489997,2,7,0,28.1854,5.07763,0.787142,0.343282
-29.9689,0.656718,0.489997,3,7,0,35.2749,4.99281,0.894259,0.52158
-28.5861,0.989254,0.489997,2,3,0,30.2396,4.94567,0.830708,0.496118
-26.6767,0.983732,0.489997,3,7,0,29.9483,5.24886,0.723577,0.357092
-25.3649,1,0.489997,2,3,0,26.7892,5.23584,0.690123,0.374074
-25.6319,0.978005,0.489997,2,3,0,25.8589,5.21347,0.674474,0.367912
-25.8213,1,0.489997,2,3,0,26.0096,5.2145,0.685852,0.35703
-24.7801,1,0.489997,3,7,0,25.9933,5.16448,0.728869,0.384438
-24.8934,0.959457,0.489997,2,7,0,25.7402,5.14337,0.760218,0.39979
-25.28,0.950806,0.489997,4,15,0,27.1533,5.20703,0.684955,0.456747
-25.6614,0.964049,0.489997,3,7,0,27.0767,5.06582,0.780262,0.387531
-25.1165,0.987698,0.489997,3,7,0,26.5036,5.18313,0.728685,0.455699
-25.3093,0.998225,0.489997,3,7,0,25.5049,5.19594,0.697631,0.463647
-25.8958,0.963312,0.489997,2,7,0,27.8836,5.08672,0.798721,0.456991
-26.4617,0.873642,0.489997,2,3,0,27.4733,5.05154,0.76535,0.483501
-26.3666,0.931458,0.489997,3,7,0,27.9891,5.07243,0.724488,0.377179
-27.2724,0.923316,0.489997,2,3,0,28.8208,5.08173,0.840653,0.401512
-28.0438,1,0.489997,2,3,0,28.9177,4.97793,0.826333,0.382167
-28.5202,0.987466,0.489997,2,3,0,28.6399,4.97518,0.834365,0.374996
-26.8303,0.964525,0.489997,2,3,0,28.971,5.00985,0.805617,0.389566
-27.4095,0.943237,0.489997,1,1,0,27.4319,4.99272,0.811488,0.385025
-27.8631,0.892536,0.489997,3,7,0,30.6756,5.32289,0.596158,0.491431
-28.6832,0.91156,0.489997,3,7,0,30.625,5.37546,0.582775,0.398613
-29.7267,0.933981,0.489997,3,7,0,30.441,5.34649,0.547738,0.413368
-25.4774,1,0.489997,3,7,0,32.1158,5.23923,0.705918,0.374313
-26.1869,0.932422,0.489997,3,7,0,26.7352,5.15685,0.714169,0.499034
-25.6802,0.986413,0.489997,3,7,0,26.9398,5.16177,0.77174,0.378045
-26.6054,0.786486,0.489997,2,3,0,28.3974,5.05246,0.742211,0.373613
-25.4895,0.943074,0.489997,2,3,0,27.4273,5.16198,0.776878,0.435362
-25.061,1,0.489997,2,3,0,25.4974,5.15341,0.766379,0.424216
-25.8777,0.923421,0.489997,3,11,0,26.8686,5.16917,0.659528,0.436147
-25.6277,0.971445,0.489997,2,7,0,28.1768,5.12163,0.693243,0.401565
-26.4061,0.981324,0.489997,3,7,0,27.5872,5.27648,0.618902,0.441052
-26.5587,0.977358,0.489997,3,7,0,27.1682,5.32512,0.671743,0.452664
-27.3515,0.99104,0.489997,3,7,0,27.9578,5.36153,0.61239,0.447369
-26.8388,0.96875,0.489997,3,7,0,28.6471,5.30901,0.608186,0.413852
-26.1895,1,0.489997,3,7,0,27.3614,5.03516,0.810975,0.40834
-25.7699,0.930906,0.489997,2,7,0,28.2371,5.13249,0.736831,0.483231
-26.9454,0.815903,0.489997,2,7,0,31.1255,5.25711,0.608743,0.408052
-26.6809,0.967881,0.489997,4,15,0,28.2262,5.05315,0.825699,0.464678
-26.6477,0.979947,0.489997,2,3,0,27.1516,5.0543,0.831583,0.448931
-24.9106,0.941096,0.489997,3,7,0,27.5304,5.21629,0.719175,0.428246
-26.0916,0.930463,0.489997,3,7,0,26.3492,5.22621,0.633943,0.410318
-24.8973,0.968318,0.489997,3,7,0,26.8946,5.16226,0.69837,0.428522
-25.1125,0.995737,0.489997,3,7,0,25.315,5.09362,0.75907,0.394342
-24.9557,0.964218,0.489997,2,5,0,25.6347,5.20225,0.72445,0.440268
-26.101,0.816397,0.489997,2,3,0,26.8821,5.21135,0.768339,0.403172
-26.9281,0.983244,0.489997,2,7,0,28.2804,5.20732,0.659205,0.50818
-26.549,0.947553,0.489997,2,7,0,29.4449,5.29132,0.70936,0.387584
-25.526,1,0.489997,3,13,0,27.0878,5.1949,0.676932,0.462171
-26.4686,0.965188,0.489997,3,15,0,27.686,5.08979,0.806619,0.478366
-26.0755,0.999405,0.489997,4,15,0,26.9204,5.02624,0.777722,0.421278
-26.872,0.869677,0.489997,2,7,0,29.2136,5.09157,0.690734,0.475139
-26.5591,1,0.489997,1,1,0,26.9609,5.10541,0.691117,0.474705
-26.214,1,0.489997,3,7,0,27.3137,5.27686,0.723193,0.442388
-25.5301,0.993032,0.489997,3,7,0,26.4773,5.11181,0.708664,0.446392
-24.8293,0.820873,0.489997,2,3,0,27.6182,5.21551,0.69108,0.425574
-25.2238,0.885675,0.489997,2,7,0,27.2898,5.15833,0.693325,0.383335
-27.4858,0.659946,0.489997,3,7,0,30.1935,5.24036,0.598551,0.43226
-25.982,0.991717,0.489997,3,7,0,27.9911,5.28507,0.690704,0.386531
-25.4255,0.959564,0.489997,2,7,0,27.668,5.13945,0.70727,0.460746
-24.9892,0.905659,0.489997,2,3,0,26.9532,5.21216,0.726334,0.432891
-25.0462,0.993416,0.489997,3,7,0,25.5032,5.14603,0.76381,0.392363
-25.3165,0.991303,0.489997,2,7,0,25.9851,5.23399,0.656743,0.418743
-25.3331,0.995669,0.489997,2,3,0,25.4059,5.22658,0.656599,0.416013
-24.9502,0.949738,0.489997,3,7,0,27.8012,5.12087,0.725335,0.39542
-25.287,0.938498,0.489997,2,7,0,25.921,5.08347,0.739107,0.42322
-25.2983,0.993546,0.489997,3,7,0,25.8266,5.14989,0.765066,0.380434
-24.84,1,0.489997,2,3,0,25.3205,5.14503,0.742556,0.385252
-24.7995,0.891625,0.489997,2,7,0,27.8136,5.19728,0.687765,0.410807
-25.7303,0.871324,0.489997,2,7,0,26.3366,5.14265,0.675561,0.427173
-26.2808,0.95875,0.489997,3,7,0,27.6794,5.06106,0.822127,0.411452
-24.7273,0.701931,0.489997,2,3,0,29.4224,5.12599,0.744182,0.410758
-25.38,0.903878,0.489997,3,7,0,25.5889,5.11332,0.705227,0.420551
-30.2684,0.667982,0.489997,2,7,0,30.8608,5.35391,0.721195,0.545725
-29.6665,0.754783,0.489997,2,3,0,35.3037,5.35345,0.708703,0.53635
-28.9148,0.967784,0.489997,3,15,0,30.6303,5.21061,0.78798,0.352269
-25.1035,1,0.489997,2,3,0,28.9343,5.14013,0.763533,0.385898
-25.4743,0.948126,0.489997,3,15,0,26.1119,5.19242,0.661728,0.403364
-25.5141,0.994269,0.489997,3,15,0,26.1158,5.07108,0.742779,0.432144
-25.0974,0.997753,0.489997,3,7,0,26.1387,5.20529,0.740406,0.428549
-27.0427,0.884757,0.489997,3,7,0,27.8947,5.24358,0.607554,0.418317
-29.141,0.957368,0.489997,3,7,0,29.9259,5.41156,0.637745,0.40637
-27.5359,0.879262,0.489997,3,7,0,31.2815,5.20924,0.639219,0.513825
-27.2224,1,0.489997,2,3,0,27.6416,5.19844,0.649088,0.508563
-25.9598,0.989762,0.489997,3,7,0,27.5199,5.25605,0.70154,0.367424
-25.3026,0.879635,0.489997,2,3,0,27.1655,5.24275,0.71725,0.397129
-25.4113,0.986076,0.489997,2,7,0,25.8459,5.23837,0.730895,0.413412
-24.7311,1,0.489997,2,7,0,25.3598,5.1576,0.710498,0.422946
-25.2793,0.957096,0.489997,3,7,0,25.7068,5.23723,0.723634,0.429806
-26.5226,0.916927,0.489997,2,7,0,27.7421,5.17095,0.774679,0.490804
-26.0992,1,0.489997,1,1,0,26.4977,5.15967,0.769211,0.482666
-26.8687,0.980136,0.489997,3,7,0,27.6934,5.06308,0.782919,0.353212
-27.2295,0.95078,0.489997,1,1,0,27.326,5.05718,0.781044,0.348133
-26.8128,0.809412,0.489997,2,3,0,29.6473,5.11373,0.729299,0.340359
-25.2865,0.955668,0.489997,2,7,0,28.3423,5.1726,0.75854,0.446767
-25.183,0.981379,0.489997,3,7,0,25.7799,5.08057,0.759832,0.406456
-25.5389,0.967005,0.489997,3,7,0,26.6818,5.14797,0.745926,0.474169
-25.5637,0.99768,0.489997,1,1,0,25.6096,5.1503,0.747083,0.474774
-25.1664,0.982798,0.489997,3,7,0,26.1389,5.10491,0.778633,0.426865
-25.9558,0.834824,0.489997,3,7,0,28.2777,5.1864,0.734671,0.489105
-25.5487,0.971359,0.489997,2,7,0,27.2489,5.27905,0.659996,0.405554
